peak,C,O,H,N,S,P,MolForm
235.0258673,12,1,12,0,2,0,NA
235.0613494,12,5,12,0,0,0,NA
236.0776916,8,7,15,1,0,0,NA
237.0405807,11,6,10,0,0,0,NA
237.0616958,8,8,14,0,0,0,NA
237.076964,12,5,14,0,0,0,NA
237.0803631,9,5,18,0,1,0,NA
237.1133203,13,4,18,0,0,0,NA
239.0200265,6,7,11,1,0,1,NA
239.0562735,11,6,12,0,0,0,NA
239.0926138,12,5,16,0,0,0,NA
239.1289716,13,4,20,0,0,0,NA
241.0355815,10,7,10,0,0,0,NA
241.0718644,11,6,14,0,0,0,NA
241.1082909,12,5,18,0,0,0,NA
241.1446722,13,4,22,0,0,0,NA
242.1762818,13,3,25,1,0,0,NA
242.9970587,9,6,8,0,1,0,NA
243.051222,10,7,12,0,0,0,NA
243.0875313,11,6,16,0,0,0,NA
243.0988023,10,5,16,2,0,0,NA
243.123906,12,5,20,0,0,0,NA
245.0668432,10,7,14,0,0,0,NA
245.1031834,11,6,18,0,0,0,NA
245.1395413,12,5,22,0,0,0,NA
249.0406077,12,6,10,0,0,0,NA
249.149736,15,3,22,0,0,0,NA
250.9846205,7,3,11,1,2,1,NA
251.0202711,7,7,11,1,0,1,NA
251.0566113,8,6,15,1,0,1,NA
251.0595822,9,6,16,0,1,0,NA
251.0925928,13,5,16,0,0,0,NA
251.0958823,10,5,20,0,1,0,NA
251.1289764,14,4,20,0,0,0,NA
253.0359157,7,7,13,1,0,1,NA
253.0722357,8,6,17,1,0,1,NA
253.1086293,9,5,21,1,0,1,NA
253.1446173,14,4,22,0,0,0,NA
255.051222,11,7,12,0,0,0,NA
255.0878672,8,6,19,1,0,1,NA
255.1239039,13,5,20,0,0,0,NA
255.1602772,14,4,24,0,0,0,NA
255.232999,16,2,32,0,0,0,NA
257.0668726,11,7,14,0,0,0,NA
257.1031692,12,6,18,0,0,0,NA
257.1144775,11,5,18,2,0,0,NA
257.139565,13,5,22,0,0,0,NA
259.1300733,11,5,20,2,0,0,NA
261.07705,14,5,14,0,0,0,NA
261.1344445,12,6,22,0,0,0,NA
263.0203354,13,2,12,0,2,0,NA
263.0571299,14,1,16,0,2,0,NA
263.0773668,10,8,16,0,0,0,NA
263.0929829,10,5,19,1,0,1,NA
263.1137353,11,7,20,0,0,0,NA
263.1290236,15,4,20,0,0,0,NA
265.0360549,13,2,14,0,2,0,NA
265.0567488,9,9,14,0,0,0,NA
265.0718891,13,6,14,0,0,0,NA
265.1082395,14,5,18,0,0,0,NA
265.1450667,11,4,25,1,0,1,NA
267.0155591,12,3,12,0,2,0,NA
267.0512063,12,7,12,0,0,0,NA
267.0722291,9,9,16,0,0,0,NA
267.0875282,13,6,16,0,0,0,NA
267.1238607,14,5,20,0,0,0,NA
267.1602916,15,4,24,0,0,0,NA
269.0672422,8,7,17,1,0,1,NA
269.1031667,13,6,18,0,0,0,NA
269.1395402,14,5,22,0,0,0,NA
271.0461037,11,8,12,0,0,0,NA
271.0828406,8,7,19,1,0,1,NA
271.1551954,14,5,24,0,0,0,NA
271.1915161,15,4,28,0,0,0,NA
273.0078703,6,7,13,1,1,1,NA
273.0617766,11,8,14,0,0,0,NA
275.0234907,6,7,15,1,1,1,NA
275.056299,14,6,12,0,0,0,NA
275.0926573,15,5,16,0,0,0,NA
276.0297467,8,6,11,3,1,0,NA
277.0364462,14,2,14,0,2,0,NA
277.1086508,11,5,21,1,0,1,NA
277.1450807,12,4,25,1,0,1,NA
279.0517006,14,2,16,0,2,0,NA
279.0722855,10,9,16,0,0,0,NA
279.0875094,14,6,16,0,0,0,NA
279.1243142,11,5,23,1,0,1,NA
281.030886,13,3,14,0,2,0,NA
281.0671624,9,7,17,1,0,1,NA
281.1035847,10,6,21,1,0,1,NA
281.1065157,11,6,22,0,1,0,NA
281.1399807,11,5,25,1,0,1,NA
283.0461569,12,8,12,0,0,0,NA
283.0831354,14,2,20,0,2,0,NA
283.1192446,10,6,23,1,0,1,NA
285.0622245,13,3,18,0,2,0,NA
285.0985316,9,7,21,1,0,1,NA
287.0778813,13,3,20,0,2,0,NA
291.0189238,11,3,16,0,3,0,NA
291.0516033,10,7,15,1,0,1,NA
291.0723432,11,9,16,0,0,0,NA
291.0876615,15,6,16,0,0,0,NA
291.091374,13,1,24,0,3,0,NA
291.1239273,16,5,20,0,0,0,NA
292.1039781,11,8,19,1,0,0,NA
293.0314364,14,3,14,0,2,0,NA
293.0668189,14,7,14,0,0,0,NA
293.1035596,11,6,21,1,0,1,NA
293.1399463,12,5,25,1,0,1,NA
295.0461931,13,8,12,0,0,0,NA
295.0828468,10,7,19,1,0,1,NA
295.1192416,11,6,23,1,0,1,NA
295.1556932,12,5,27,1,0,1,NA
297.0622406,14,3,18,0,2,0,NA
297.0985849,10,7,21,1,0,1,NA
297.1349534,11,6,25,1,0,1,NA
298.086776,12,4,17,3,1,0,NA
298.9004948,7,3,8,0,5,0,NA
299.0554414,8,8,16,2,1,0,NA
299.0778426,9,8,19,1,0,1,NA
299.1141658,10,7,23,1,0,1,NA
301.0719157,16,6,14,0,0,0,NA
301.0935703,14,3,22,0,2,0,NA
301.1298606,15,2,26,0,2,0,NA
303.0515688,11,7,15,1,0,1,NA
303.0880314,17,1,20,0,2,0,NA
303.1459474,15,2,28,0,2,0,NA
304.0464648,14,7,11,1,0,0,NA
305.0669034,15,7,14,0,0,0,NA
305.103675,12,6,21,1,0,1,NA
307.0466586,15,3,16,0,2,0,NA
307.0829136,11,7,19,1,0,1,NA
307.1192039,12,6,23,1,0,1,NA
307.1556734,13,5,27,1,0,1,NA
309.062202,10,8,17,1,0,1,NA
309.0985114,11,7,21,1,0,1,NA
309.1349773,12,6,25,1,0,1,NA
309.1712967,13,5,29,1,0,1,NA
311.0411146,13,9,12,0,0,0,NA
311.0781322,15,3,20,0,2,0,NA
311.1142446,11,7,23,1,0,1,NA
311.1506478,17,1,28,0,2,0,NA
313.0571463,14,4,18,0,2,0,NA
313.0935116,10,8,21,1,0,1,NA
313.1298689,11,7,25,1,0,1,NA
111.0087177,5,3,4,0,0,0,NA
129.0193535,5,4,6,0,0,0,NA
140.9763643,4,2,2,2,1,0,NA
143.107804,8,2,16,0,0,0,NA
145.0619095,5,3,10,2,0,0,NA
146.0459323,5,4,9,1,0,0,NA
147.0299447,5,5,8,0,0,0,NA
147.0663444,6,4,12,0,0,0,NA
149.0456048,5,5,10,0,0,0,NA
151.0401326,8,3,8,0,0,0,NA
151.9844043,3,2,7,1,2,0,NA
153.0194098,7,4,6,0,0,0,NA
153.0557953,8,3,10,0,0,0,NA
155.0350859,7,4,8,0,0,0,NA
157.0507429,7,4,10,0,0,0,NA
157.0871074,8,3,14,0,0,0,NA
157.1235033,9,2,18,0,0,0,NA
159.0299884,6,5,8,0,0,0,NA
159.0663768,7,4,12,0,0,0,NA
159.1027378,8,3,16,0,0,0,NA
160.0615197,6,4,11,1,0,0,NA
161.0456547,6,5,10,0,0,0,NA
161.0820016,7,4,14,0,0,0,NA
163.040156,9,3,8,0,0,0,NA
164.0717997,9,2,11,1,0,0,NA
165.0191746,8,4,6,0,0,0,NA
165.0405636,5,6,10,0,0,0,NA
167.0351007,8,4,8,0,0,0,NA
169.0507841,8,4,10,0,0,0,NA
169.0871294,9,3,14,0,0,0,NA
171.066394,8,4,12,0,0,0,NA
171.1026736,9,3,16,0,0,0,NA
171.1391701,10,2,20,0,0,0,NA
173.0457176,7,5,10,0,0,0,NA
173.0820524,8,4,14,0,0,0,NA
173.11843,9,3,18,0,0,0,NA
175.0612346,7,5,12,0,0,0,NA
179.0559748,6,6,12,0,0,0,NA
179.0562654,6,6,12,0,0,0,NA
180.0669619,5,3,14,2,0,1,NA
181.0509739,5,4,13,1,0,1,NA
182.0461497,4,4,12,2,0,1,NA
183.1026997,10,3,16,0,0,0,NA
184.0616935,8,4,11,1,0,0,NA
187.0975817,9,4,16,0,0,0,NA
191.0197613,6,7,8,0,0,0,NA
192.0235524,8,1,7,3,1,0,NA
193.0874318,7,3,17,1,0,1,NA
195.0303066,5,5,11,1,0,1,NA
195.0510406,6,7,12,0,0,0,NA
195.066705,6,4,15,1,0,1,NA
196.054825,8,1,11,3,1,0,NA
196.061925,5,4,14,2,0,1,NA
197.0459498,5,5,13,1,0,1,NA
203.1289536,10,4,20,0,0,0,NA
207.1031226,8,3,19,1,0,1,NA
209.066796,7,7,14,0,0,0,NA
209.082398,7,4,17,1,0,1,NA
211.0253046,5,6,11,1,0,1,NA
211.0612634,10,5,12,0,0,0,NA
215.0285175,11,1,8,2,1,0,NA
215.0352119,8,4,11,1,0,1,NA
216.0668218,12,3,11,1,0,0,NA
217.0256199,10,4,6,2,0,0,NA
219.0411307,10,4,8,2,0,0,NA
219.0483061,12,2,12,0,1,0,NA
219.0875749,9,6,16,0,0,0,NA
221.0460786,7,5,13,1,0,1,NA
221.0667797,8,7,14,0,0,0,NA
221.0824105,8,4,17,1,0,1,NA
223.0613762,11,5,12,0,0,0,NA
223.0980848,8,4,19,1,0,1,NA
224.0567906,6,5,14,2,0,1,NA
225.0769291,11,5,14,0,0,0,NA
225.1133605,12,4,18,0,0,0,NA
227.0568879,11,1,16,0,2,0,NA
229.144641,12,4,22,0,0,0,NA
230.0672388,9,6,13,1,0,0,NA
233.0668314,9,7,14,0,0,0,NA
233.1396367,11,5,22,0,0,0,NA
235.0616846,8,5,15,1,0,1,NA
235.0980735,9,4,19,1,0,1,NA
237.0412237,12,1,14,0,2,0,NA
237.076964,12,5,14,0,0,0,NA
237.1137001,9,4,21,1,0,1,NA
239.0566446,7,6,15,1,0,1,NA
239.0926138,12,5,16,0,0,0,NA
240.0522726,11,1,15,1,2,0,NA
240.0881925,7,5,18,2,0,1,NA
241.0722766,7,6,17,1,0,1,NA
242.067222,10,6,13,1,0,0,NA
243.0515372,6,7,15,1,0,1,NA
243.0627464,5,6,15,3,0,1,NA
243.9315864,6,2,3,3,3,0,NA
245.0668432,10,7,14,0,0,0,NA
247.1344799,11,3,23,1,0,1,NA
248.0783175,10,2,19,1,2,0,NA
249.0409572,8,6,13,1,0,1,NA
249.0773641,9,5,17,1,0,1,NA
249.1137822,10,4,21,1,0,1,NA
249.1501059,11,3,25,1,0,1,NA
251.0566113,8,6,15,1,0,1,NA
251.0929656,9,5,19,1,0,1,NA
251.1293812,10,4,23,1,0,1,NA
253.0100982,9,7,6,2,0,0,NA
253.0722357,8,6,17,1,0,1,NA
253.1086293,9,5,21,1,0,1,NA
255.0515802,7,7,15,1,0,1,NA
255.0878672,8,6,19,1,0,1,NA
256.0465831,6,7,14,2,0,1,NA
257.0668726,11,7,14,0,0,0,NA
257.0783932,6,6,17,3,0,1,NA
257.2123254,15,3,30,0,0,0,NA
258.0622838,6,7,16,2,0,1,NA
260.0782407,11,2,19,1,2,0,NA
260.0897898,10,1,19,3,2,0,NA
261.0406462,13,6,10,0,0,0,NA
261.0415101,14,1,14,0,2,0,NA
263.056312,13,6,12,0,0,0,NA
263.0929829,10,5,19,1,0,1,NA
263.1146948,12,2,24,0,2,0,NA
263.1294153,11,4,23,1,0,1,NA
265.0356864,8,7,13,1,0,1,NA
265.0723025,9,6,17,1,0,1,NA
265.1086072,10,5,21,1,0,1,NA
265.1450667,11,4,25,1,0,1,NA
266.0675198,8,6,16,2,0,1,NA
267.0262461,6,7,11,3,0,1,NA
267.0515816,8,7,15,1,0,1,NA
267.0879369,9,6,19,1,0,1,NA
267.1242919,10,5,23,1,0,1,NA
268.0759843,11,3,15,3,1,0,NA
268.0766837,19,1,11,1,0,0,NA
268.9841271,8,6,5,3,0,1,NA
269.0461071,11,5,13,1,0,1,NA
269.0668362,12,7,14,0,0,0,NA
269.1035801,9,6,21,1,0,1,NA
270.0553356,10,4,13,3,1,0,NA
271.0614653,15,5,12,0,0,0,NA
271.0828406,8,7,19,1,0,1,NA
275.0780042,12,3,20,0,2,0,NA
275.1069021,11,4,20,2,1,0,NA
276.1174185,14,1,19,3,1,0,NA
277.104027,10,7,18,2,0,0,NA
277.1086508,11,5,21,1,0,1,NA
277.1226988,11,4,22,2,1,0,NA
277.1450807,12,4,25,1,0,1,NA
278.0274127,8,4,13,3,2,0,NA
278.0643457,17,1,13,1,1,0,NA
278.0676176,14,1,17,1,2,0,NA
278.1251386,12,2,25,1,2,0,NA
279.0832854,9,8,16,2,0,0,NA
279.0879359,10,6,19,1,0,1,NA
279.0991486,9,5,19,3,0,1,NA
279.1243142,11,5,23,1,0,1,NA
279.1606509,12,4,27,1,0,1,NA
280.0429158,8,4,15,3,2,0,NA
280.0435222,16,2,11,1,1,0,NA
280.1044061,11,3,23,1,2,0,NA
281.0354487,18,2,6,2,0,0,NA
281.0671624,9,7,17,1,0,1,NA
281.0988499,9,8,18,2,0,0,NA
281.1035847,10,6,21,1,0,1,NA
281.1399807,11,5,25,1,0,1,NA
282.09882,9,6,20,2,0,1,NA
283.0828336,9,7,19,1,0,1,NA
283.1192446,10,6,23,1,0,1,NA
285.0194928,18,4,6,0,0,0,NA
285.0409601,11,6,13,1,0,1,NA
285.0622245,13,3,18,0,2,0,NA
285.0985316,9,7,21,1,0,1,NA
286.105098,12,1,21,3,2,0,NA
287.0778813,13,3,20,0,2,0,NA
288.1175526,15,1,19,3,1,0,NA
288.9660125,9,9,6,0,1,0,NA
289.0359209,10,7,13,1,0,1,NA
289.1227185,12,4,22,2,1,0,NA
289.2021585,15,5,30,0,0,0,NA
291.0516033,10,7,15,1,0,1,NA
291.101919,11,5,20,2,1,0,NA
291.1243762,12,5,23,1,0,1,NA
291.1382763,12,4,24,2,1,0,NA
291.1607187,13,4,27,1,0,1,NA
292.1044097,12,3,23,1,2,0,NA
293.0672729,10,7,17,1,0,1,NA
293.1004843,19,1,18,0,1,0,NA
293.1248662,13,3,26,0,2,0,NA
293.1399463,12,5,25,1,0,1,NA
294.1201174,12,3,25,1,2,0,NA
295.0461931,13,8,12,0,0,0,NA
295.0760473,13,4,16,2,1,0,NA
295.0828468,10,7,19,1,0,1,NA
295.0942232,14,1,20,2,2,0,NA
295.1041925,12,4,24,0,2,0,NA
295.1192416,11,6,23,1,0,1,NA
295.1333532,11,5,24,2,1,0,NA
295.1556932,12,5,27,1,0,1,NA
297.0369353,7,8,13,3,0,1,NA
297.0622406,14,3,18,0,2,0,NA
297.0630625,10,3,21,1,2,1,NA
297.0835911,11,5,22,0,2,0,NA
297.0878941,16,4,14,2,0,0,NA
297.0985849,10,7,21,1,0,1,NA
297.1124893,10,6,22,2,1,0,NA
297.1349534,11,6,25,1,0,1,NA
298.086776,12,4,17,3,1,0,NA
299.0554414,8,8,16,2,1,0,NA
299.0567387,17,1,16,0,2,0,NA
299.0778426,9,8,19,1,0,1,NA
299.1141658,10,7,23,1,0,1,NA
299.1508845,16,1,28,0,2,0,NA
300.1094945,14,2,23,1,2,0,NA
301.0215744,8,5,17,1,2,1,NA
301.0724231,17,1,18,0,2,0,NA
301.0935703,14,3,22,0,2,0,NA
301.1298606,15,2,26,0,2,0,NA
301.1662474,16,1,30,0,2,0,NA
302.1332419,16,1,21,3,1,0,NA
303.0515688,11,7,15,1,0,1,NA
303.0880314,17,1,20,0,2,0,NA
303.0915675,14,1,24,0,3,0,NA
303.1020938,12,5,20,2,1,0,NA
303.1091182,14,3,24,0,2,0,NA
303.1454932,15,2,28,0,2,0,NA
303.1821658,16,1,32,0,2,0,NA
304.1045258,13,3,23,1,2,0,NA
304.148797,16,1,23,3,1,0,NA
305.0310569,15,3,14,0,2,0,NA
305.0673894,16,2,18,0,2,0,NA
305.0717392,21,1,10,2,0,0,NA
305.0812429,11,6,18,2,1,0,NA
305.1071852,14,1,26,0,3,0,NA
305.1176412,12,5,22,2,1,0,NA
305.1248409,14,3,26,0,2,0,NA
305.1903191,14,3,30,2,1,0,NA
307.0466586,15,3,16,0,2,0,NA
307.0833923,16,2,20,0,2,0,NA
307.1153142,12,3,24,2,2,0,NA
307.1192039,12,6,23,1,0,1,NA
307.1335486,12,5,24,2,1,0,NA
307.1556734,13,5,27,1,0,1,NA
308.0993481,12,4,23,1,2,0,NA
308.1146118,16,1,23,1,2,0,NA
309.1097761,10,6,21,3,0,1,NA
309.112715,11,6,22,2,1,0,NA
309.1196732,13,4,26,0,2,0,NA
309.1349773,12,6,25,1,0,1,NA
309.1712967,13,5,29,1,0,1,NA
311.0781322,15,3,20,0,2,0,NA
311.0990494,12,5,24,0,2,0,NA
311.1102345,11,4,24,2,2,0,NA
311.1142446,11,7,23,1,0,1,NA
311.1283346,11,6,24,2,1,0,NA
311.1506478,17,1,28,0,2,0,NA
312.0731252,14,3,19,1,2,0,NA
312.0944409,11,5,23,1,2,0,NA
313.0935116,10,8,21,1,0,1,NA
313.1298689,11,7,25,1,0,1,NA
313.1655956,16,6,26,0,0,0,NA
314.1253165,15,2,25,1,2,0,NA
314.1333324,17,1,21,3,1,0,NA
